order_id,phone,order_type,place_id
169,(260) 896-3749,Delivery,343
170,(312) 505-6843,Delivery,100
171,(254) 453-3868,Catering,100
172,(469) 970-0217,Takeout,439
173,(469) 934-4711,Curbside Pickup,204
174,(412) 696-5120,Catering,489
175,(209) 683-1870,Curbside Pickup,204
176,(602) 823-4035,Catering,244
177,(718) 453-5842,Catering,55
178,(202) 586-5674,Catering,190
179,(785) 618-3993,Takeout,240
180,(408) 804-3736,Takeout,356
181,(402) 635-8074,Takeout,478
182,(571) 887-7795,Dine-in,416
183,(770) 433-5417,Catering,329
184,(505) 330-7100,Dine-in,211
185,(205) 723-1064,Delivery,285
186,(713) 739-2911,Curbside Pickup,40
187,(801) 427-7254,Curbside Pickup,409
188,(909) 580-6485,Takeout,444
189,(617) 578-5052,Takeout,74
190,(585) 961-8237,Catering,85
191,(256) 405-1968,Dine-in,308
192,(706) 631-3447,Takeout,265
193,(216) 847-4813,Dine-in,262
194,(850) 720-1600,Dine-in,254
195,(860) 842-2460,Takeout,43
196,(413) 494-8837,Curbside Pickup,423
197,(423) 551-6540,Catering,222
198,(940) 220-2579,Catering,496
199,(717) 812-7306,Delivery,256
200,(512) 439-8330,Dine-in,111
201,(571) 383-7154,Delivery,161
202,(813) 321-4757,Curbside Pickup,65
203,(850) 971-5028,Catering,124
204,(336) 915-6388,Curbside Pickup,109
205,(817) 420-2770,Catering,479
206,(801) 489-7549,Takeout,303
207,(805) 271-9707,Takeout,229
208,(404) 604-6236,Catering,82
209,(562) 588-2853,Delivery,170
210,(919) 313-4684,Dine-in,389
211,(808) 673-5189,Catering,52
212,(203) 712-3545,Catering,292
213,(616) 771-1279,Dine-in,307
214,(202) 557-1039,Takeout,144
215,(808) 397-5615,Catering,187
216,(718) 404-8352,Dine-in,149
217,(941) 836-1640,Delivery,189
218,(786) 898-8770,Catering,445
219,(713) 622-2827,Dine-in,105
220,(517) 564-6802,Takeout,301
221,(334) 475-2356,Takeout,214
222,(404) 637-3964,Catering,357
223,(323) 705-0066,Curbside Pickup,174
224,(805) 770-6454,Curbside Pickup,294
225,(812) 366-0689,Takeout,151
226,(412) 762-2011,Dine-in,496
227,(626) 430-2800,Takeout,465
228,(224) 984-4122,Catering,262
229,(405) 559-9596,Curbside Pickup,301
230,(812) 399-1457,Catering,5
231,(804) 924-9891,Takeout,152
232,(225) 380-9472,Catering,273
233,(314) 577-5701,Dine-in,390
234,(817) 627-2456,Catering,107
235,(804) 245-1209,Takeout,464
236,(832) 929-9747,Delivery,389
237,(650) 688-0573,Catering,112
238,(304) 924-6681,Dine-in,482
239,(763) 504-9523,Curbside Pickup,13
240,(317) 432-6931,Catering,448
241,(713) 794-1084,Takeout,65
242,(334) 435-6850,Catering,103
243,(951) 883-8055,Dine-in,386
244,(630) 243-5714,Dine-in,109
245,(864) 927-3349,Takeout,462
246,(412) 621-0252,Delivery,493
247,(786) 932-8547,Catering,118
248,(865) 783-3020,Curbside Pickup,75
249,(513) 520-3681,Catering,457
250,(209) 796-6806,Delivery,145
251,(518) 897-4965,Dine-in,487
252,(713) 284-4202,Dine-in,208
253,(813) 203-3539,Delivery,300
254,(702) 971-3408,Dine-in,472
255,(863) 726-8533,Curbside Pickup,401
256,(317) 922-5522,Delivery,221
257,(830) 879-7992,Takeout,146
258,(714) 758-7366,Curbside Pickup,239
259,(702) 516-6141,Catering,337
260,(815) 843-8350,Takeout,158
261,(614) 762-6852,Dine-in,431
262,(803) 610-0089,Dine-in,375
263,(251) 478-1146,Catering,10
264,(812) 249-1264,Dine-in,317
265,(321) 379-4131,Delivery,127
266,(812) 988-6999,Delivery,88
267,(704) 837-1088,Delivery,269
268,(508) 367-3731,Delivery,59
269,(571) 542-0411,Catering,402
270,(323) 509-6103,Dine-in,465
271,(901) 549-5430,Catering,173
272,(859) 389-1823,Takeout,369
273,(573) 403-7783,Curbside Pickup,300
274,(803) 433-3786,Delivery,98
275,(408) 590-6848,Takeout,197
276,(919) 929-8257,Delivery,67
277,(214) 287-2871,Curbside Pickup,232
278,(513) 291-3452,Dine-in,78
279,(917) 436-0123,Delivery,364
280,(716) 401-8605,Delivery,366
281,(786) 956-8842,Catering,223
282,(832) 536-3191,Dine-in,25
283,(203) 434-7119,Takeout,419
284,(415) 924-3153,Catering,172
285,(303) 903-2915,Dine-in,92
286,(321) 998-5571,Takeout,226
287,(614) 395-1393,Takeout,470
288,(347) 414-1049,Curbside Pickup,396
289,(336) 714-8534,Curbside Pickup,309
290,(304) 927-4856,Catering,404
291,(603) 842-7515,Delivery,208
292,(215) 256-6133,Catering,384
293,(602) 221-8217,Dine-in,24
294,(803) 854-3758,Dine-in,110
295,(419) 619-9717,Catering,161
296,(203) 258-6682,Delivery,101
297,(217) 232-4653,Catering,81
298,(718) 583-5833,Catering,87
299,(772) 683-3161,Dine-in,309
300,(361) 653-0183,Delivery,174
301,(520) 742-7700,Takeout,269
302,(765) 580-6660,Dine-in,173
303,(915) 492-6369,Takeout,21
304,(910) 238-5050,Catering,228
305,(915) 664-9185,Curbside Pickup,198
306,(253) 612-6819,Dine-in,391
307,(972) 575-9220,Dine-in,142
308,(786) 925-5877,Takeout,185
309,(619) 790-8620,Dine-in,414
310,(202) 898-9801,Delivery,308
311,(330) 879-1471,Dine-in,339
312,(361) 530-9074,Delivery,495
313,(813) 568-2116,Dine-in,460
314,(478) 926-6323,Catering,1
315,(559) 716-5126,Dine-in,303
316,(718) 583-5894,Catering,169
317,(512) 685-0085,Catering,208
318,(970) 245-4970,Curbside Pickup,327
319,(563) 778-0467,Dine-in,306
320,(302) 894-0635,Catering,262
321,(267) 693-2834,Takeout,144
322,(719) 982-8664,Catering,207
323,(919) 787-4093,Curbside Pickup,240
324,(763) 400-4069,Catering,174
325,(304) 510-1195,Catering,101
326,(661) 613-7532,Takeout,114
327,(513) 949-4222,Takeout,111
328,(916) 918-3111,Delivery,131
329,(773) 206-6225,Curbside Pickup,305
330,(858) 229-4054,Takeout,52
331,(859) 725-5082,Delivery,110
332,(404) 530-3695,Catering,427
333,(281) 865-8038,Dine-in,10
334,(772) 506-5085,Catering,451
335,(314) 922-6474,Takeout,169
336,(515) 445-7117,Curbside Pickup,110
337,(559) 385-7452,Takeout,83
338,(314) 226-7412,Takeout,497
339,(518) 661-0612,Dine-in,479
340,(310) 743-3235,Catering,82
341,(425) 385-7570,Dine-in,378
342,(303) 252-5701,Catering,340
343,(317) 538-6324,Curbside Pickup,331
344,(253) 301-9057,Takeout,472
345,(909) 425-4559,Curbside Pickup,185
346,(480) 934-1896,Delivery,243
347,(602) 942-2115,Catering,265
348,(319) 246-1248,Takeout,450
349,(407) 285-3168,Dine-in,268
350,(757) 845-5410,Delivery,396
351,(804) 800-2067,Takeout,180
352,(225) 560-1448,Dine-in,186
353,(818) 485-8224,Delivery,245
354,(910) 690-6108,Catering,491
355,(734) 575-5708,Delivery,475
356,(816) 883-0683,Curbside Pickup,249
357,(352) 432-5925,Takeout,88
358,(808) 869-0468,Delivery,159
359,(585) 668-7538,Delivery,99
360,(860) 857-5460,Takeout,344
361,(718) 351-6592,Delivery,182
362,(240) 602-2705,Curbside Pickup,150
363,(310) 817-5337,Delivery,388
364,(619) 300-8870,Takeout,191
365,(210) 333-3221,Takeout,244
366,(540) 450-2749,Takeout,334
367,(901) 809-7608,Delivery,249
368,(571) 260-3378,Dine-in,170
369,(425) 212-9361,Delivery,203
370,(208) 267-9550,Catering,220
371,(407) 701-8556,Curbside Pickup,444
372,(317) 979-2328,Takeout,24
373,(913) 716-0063,Takeout,151
374,(330) 229-3183,Curbside Pickup,97
375,(216) 577-7838,Delivery,489
376,(503) 365-7241,Delivery,392
377,(203) 876-6041,Curbside Pickup,489
378,(859) 743-1025,Curbside Pickup,237
379,(803) 820-9491,Delivery,436
380,(704) 704-9672,Catering,202
381,(650) 715-1783,Takeout,339
382,(330) 575-1209,Catering,427
383,(609) 868-7044,Curbside Pickup,89
384,(415) 648-2902,Catering,167
385,(417) 580-0634,Delivery,211
386,(562) 503-4751,Delivery,315
387,(206) 482-9646,Delivery,29
388,(985) 972-8179,Curbside Pickup,181
389,(405) 381-6998,Delivery,494
390,(251) 351-5524,Curbside Pickup,443
391,(701) 594-7526,Delivery,317
392,(901) 701-4103,Dine-in,89
393,(313) 587-3202,Takeout,336
394,(816) 330-0845,Curbside Pickup,265
395,(901) 719-1900,Catering,125
396,(415) 370-3097,Curbside Pickup,435
397,(508) 775-6989,Curbside Pickup,255
398,(585) 699-3050,Dine-in,29
399,(315) 812-9558,Takeout,135
400,(913) 997-0001,Curbside Pickup,467
401,(361) 682-4162,Dine-in,95
402,(254) 392-7597,Takeout,114
403,(231) 767-6061,Curbside Pickup,272
404,(405) 622-0745,Dine-in,458
405,(757) 612-1967,Delivery,240
406,(402) 599-4761,Catering,21
407,(216) 773-7966,Delivery,13
408,(850) 440-7012,Delivery,409
409,(316) 976-3522,Curbside Pickup,483
410,(805) 706-9053,Delivery,40
411,(816) 690-4055,Delivery,224
412,(212) 702-6998,Takeout,111
413,(518) 576-6340,Delivery,49
414,(636) 703-4106,Catering,86
415,(952) 664-7493,Curbside Pickup,51
416,(330) 717-7536,Catering,11
417,(305) 600-5779,Takeout,161
418,(352) 537-8534,Delivery,375
419,(480) 538-4939,Curbside Pickup,280
420,(716) 762-3751,Dine-in,389
421,(850) 664-2038,Catering,453
422,(754) 681-8149,Dine-in,142
423,(216) 360-7011,Curbside Pickup,457
424,(832) 392-7105,Catering,459
425,(480) 589-7788,Takeout,500
426,(504) 802-2222,Curbside Pickup,120
427,(217) 941-9539,Takeout,38
428,(619) 291-5590,Curbside Pickup,17
429,(414) 594-0593,Delivery,121
430,(863) 434-6828,Takeout,331
431,(850) 765-2450,Catering,70
432,(609) 642-5436,Catering,363
433,(520) 560-2700,Dine-in,399
434,(614) 796-0003,Delivery,433
435,(719) 656-6476,Catering,194
436,(559) 239-9335,Dine-in,473
437,(304) 319-6308,Delivery,443
438,(314) 467-5957,Catering,92
439,(305) 451-2624,Takeout,274
440,(267) 585-6889,Catering,112
441,(612) 372-4463,Dine-in,82
442,(510) 729-6461,Delivery,22
443,(520) 341-3551,Dine-in,94
444,(915) 998-2524,Curbside Pickup,379
445,(205) 316-6112,Dine-in,408
446,(501) 242-7609,Dine-in,264
447,(717) 805-1801,Takeout,370
448,(937) 933-5177,Curbside Pickup,125
449,(504) 353-7541,Dine-in,460
450,(919) 236-0325,Takeout,245
451,(518) 773-9033,Catering,112
452,(202) 682-3646,Delivery,71
453,(206) 285-1080,Catering,209
454,(301) 544-3796,Delivery,347
455,(847) 905-1248,Catering,343
456,(914) 707-3432,Delivery,341
457,(501) 867-1314,Curbside Pickup,152
458,(205) 851-6678,Takeout,384
459,(804) 394-7623,Takeout,241
460,(916) 409-1471,Dine-in,4
461,(915) 870-8440,Curbside Pickup,371
462,(309) 927-2633,Takeout,7
463,(205) 785-1526,Delivery,211
464,(480) 327-0341,Curbside Pickup,420
465,(313) 593-2850,Catering,479
466,(408) 709-7293,Dine-in,311
467,(803) 471-9102,Takeout,397
468,(860) 583-1135,Takeout,481
469,(203) 485-7869,Dine-in,454
470,(505) 207-3969,Catering,227
471,(305) 731-6392,Dine-in,151
472,(206) 445-9234,Takeout,313
473,(561) 678-2610,Delivery,77
474,(914) 920-5363,Curbside Pickup,257
475,(815) 738-5601,Delivery,126
476,(774) 862-8049,Takeout,241
477,(334) 418-1212,Takeout,125
478,(281) 589-3065,Takeout,173
479,(202) 436-0540,Dine-in,385
480,(713) 356-1307,Catering,287
481,(713) 864-9053,Curbside Pickup,200
482,(720) 833-6066,Catering,78
483,(503) 997-8216,Catering,128
484,(317) 363-4701,Dine-in,61
485,(727) 729-4577,Delivery,116
486,(717) 218-3325,Catering,154
487,(832) 807-5529,Delivery,97
488,(919) 616-8939,Dine-in,411
489,(423) 771-0654,Dine-in,179
490,(336) 354-5285,Catering,90
491,(505) 608-7873,Curbside Pickup,139
492,(317) 260-0381,Delivery,87
493,(323) 899-7918,Curbside Pickup,381
494,(865) 849-5346,Catering,17
495,(808) 324-2311,Takeout,110
496,(719) 393-0989,Dine-in,313
497,(248) 538-7694,Takeout,13
498,(719) 943-5610,Curbside Pickup,357
499,(608) 370-1240,Curbside Pickup,462
500,(407) 362-6638,Dine-in,346
501,(214) 980-2723,Dine-in,355
502,(210) 322-5217,Dine-in,259
503,(503) 447-5937,Delivery,474
504,(732) 650-3112,Takeout,185
505,(305) 642-3018,Delivery,98
506,(651) 374-0208,Catering,434
507,(801) 490-0405,Catering,285
508,(909) 431-3514,Delivery,383
509,(361) 705-7322,Delivery,422
510,(561) 412-8561,Curbside Pickup,416
511,(917) 671-5086,Dine-in,108
512,(507) 303-7373,Catering,213
513,(561) 791-8294,Takeout,9
514,(402) 816-6241,Curbside Pickup,397
515,(864) 680-0427,Takeout,240
516,(915) 810-6916,Takeout,489
517,(847) 585-3450,Curbside Pickup,376
518,(562) 643-8720,Delivery,364
519,(757) 726-6079,Delivery,198
520,(918) 443-8226,Delivery,145
521,(817) 607-5793,Dine-in,35
522,(805) 978-7536,Curbside Pickup,112
523,(817) 546-6183,Delivery,225
524,(973) 986-6804,Dine-in,234
525,(304) 862-3723,Dine-in,135
526,(601) 241-3763,Dine-in,448
527,(336) 854-0319,Curbside Pickup,318
528,(212) 962-0833,Catering,280
529,(208) 434-7062,Catering,420
530,(405) 913-1370,Takeout,17
531,(509) 412-6867,Delivery,323
532,(423) 800-2732,Curbside Pickup,135
533,(314) 945-3128,Dine-in,119
534,(913) 724-1998,Delivery,23
535,(503) 615-0506,Curbside Pickup,305
536,(949) 486-0838,Catering,185
537,(713) 729-0612,Catering,6
538,(859) 478-9200,Delivery,199
539,(281) 512-9589,Dine-in,55
540,(616) 224-7483,Delivery,130
541,(502) 268-2333,Curbside Pickup,430
542,(212) 967-7573,Catering,175
543,(804) 728-7933,Curbside Pickup,54
544,(571) 235-6076,Delivery,328
545,(954) 630-0599,Catering,367
546,(408) 702-6663,Delivery,444
547,(214) 720-4247,Curbside Pickup,189
548,(612) 850-5434,Takeout,393
549,(419) 382-0970,Delivery,263
550,(702) 828-7912,Dine-in,313
551,(571) 250-9048,Catering,351
552,(501) 888-0210,Catering,329
553,(214) 569-2433,Dine-in,307
554,(518) 776-5664,Delivery,494
555,(303) 917-5345,Curbside Pickup,96
556,(605) 390-6494,Delivery,421
557,(917) 681-2409,Catering,316
558,(916) 820-4655,Dine-in,292
559,(330) 701-8356,Takeout,168
560,(704) 592-8071,Delivery,213
561,(914) 295-4290,Curbside Pickup,458
562,(718) 365-2088,Delivery,372
563,(573) 842-1845,Dine-in,306
564,(512) 950-1667,Dine-in,470
565,(303) 365-4080,Delivery,330
566,(502) 706-6554,Curbside Pickup,318
567,(310) 852-1637,Dine-in,142
568,(972) 572-1464,Takeout,169
569,(202) 253-9850,Dine-in,292
570,(360) 463-0243,Curbside Pickup,361
571,(727) 995-0457,Takeout,230
572,(254) 557-5386,Curbside Pickup,413
573,(615) 215-2645,Dine-in,484
574,(612) 321-6402,Curbside Pickup,14
575,(412) 687-6439,Dine-in,294
576,(281) 243-8615,Dine-in,326
577,(217) 504-5585,Curbside Pickup,87
578,(202) 666-2111,Delivery,301
579,(469) 436-7905,Curbside Pickup,447
580,(314) 852-7169,Takeout,315
581,(718) 246-1517,Takeout,208
582,(954) 297-6373,Takeout,368
583,(210) 805-6415,Catering,70
584,(619) 566-7415,Takeout,45
585,(941) 327-4236,Takeout,120
586,(714) 346-7731,Delivery,56
587,(713) 295-3499,Catering,294
588,(516) 929-0607,Delivery,374
589,(615) 346-4525,Curbside Pickup,52
590,(602) 503-9103,Dine-in,430
591,(763) 829-0720,Dine-in,112
592,(202) 754-1686,Takeout,422
593,(202) 951-0111,Takeout,181
594,(302) 882-9275,Curbside Pickup,187
595,(865) 770-6415,Delivery,179
596,(260) 507-3765,Takeout,432
597,(408) 456-5094,Delivery,495
598,(859) 829-1314,Takeout,34
599,(605) 324-4057,Catering,359
600,(402) 919-1532,Catering,94
601,(203) 551-8598,Takeout,426
602,(218) 372-7890,Delivery,324
603,(608) 656-4995,Catering,254
604,(615) 634-9378,Delivery,486
605,(810) 514-9483,Catering,277
606,(478) 772-0996,Delivery,35
607,(214) 969-3934,Delivery,336
608,(775) 544-4326,Curbside Pickup,149
609,(775) 858-5048,Takeout,182
610,(402) 525-3063,Curbside Pickup,214
611,(404) 808-2071,Curbside Pickup,207
612,(307) 943-6030,Delivery,171
613,(916) 255-7195,Takeout,260
614,(410) 390-1179,Curbside Pickup,320
615,(757) 892-3634,Delivery,487
616,(706) 932-7158,Delivery,207
617,(661) 553-8700,Curbside Pickup,56
618,(303) 881-1940,Curbside Pickup,121
619,(405) 709-5170,Dine-in,307
620,(408) 870-6731,Dine-in,168
621,(562) 697-0075,Dine-in,54
622,(936) 984-1804,Delivery,168
623,(202) 926-4360,Delivery,63
624,(205) 613-3917,Catering,198
625,(919) 932-2698,Dine-in,99
626,(513) 725-7252,Delivery,251
627,(571) 445-7192,Catering,28
628,(937) 337-7765,Curbside Pickup,252
629,(714) 504-5923,Dine-in,186
630,(571) 668-6087,Dine-in,326
631,(785) 700-5977,Catering,432
632,(612) 588-8072,Dine-in,201
633,(605) 580-0860,Curbside Pickup,136
634,(234) 895-5798,Catering,280
635,(571) 366-8453,Delivery,60
636,(907) 937-8471,Takeout,351
637,(559) 488-5857,Dine-in,103
638,(904) 819-3161,Dine-in,26
639,(502) 323-2600,Dine-in,391
640,(907) 873-4153,Catering,143
641,(402) 247-9318,Curbside Pickup,467
642,(212) 888-0340,Takeout,372
643,(212) 899-1297,Dine-in,154
644,(702) 538-6597,Dine-in,114
645,(352) 339-9276,Dine-in,465
646,(718) 710-0153,Takeout,277
647,(714) 728-1058,Curbside Pickup,100
648,(202) 534-1034,Delivery,406
649,(904) 315-1807,Delivery,2
650,(901) 968-8269,Curbside Pickup,85
651,(605) 565-5624,Delivery,297
652,(504) 645-5811,Dine-in,480
653,(559) 931-6052,Takeout,150
654,(971) 886-0824,Takeout,404
655,(412) 375-2894,Delivery,322
656,(202) 369-0834,Catering,446
657,(317) 247-1926,Catering,342
658,(253) 936-5496,Delivery,108
659,(702) 935-1813,Delivery,290
660,(937) 956-8597,Delivery,11
661,(610) 997-3049,Curbside Pickup,428
662,(718) 950-3008,Curbside Pickup,481
663,(407) 945-4346,Takeout,489
664,(309) 762-0029,Dine-in,336
665,(562) 730-0319,Curbside Pickup,237
666,(937) 729-3468,Dine-in,22
667,(915) 599-8007,Delivery,422
668,(801) 302-1003,Curbside Pickup,165
669,(562) 261-7098,Takeout,292
670,(202) 609-2000,Catering,354
671,(202) 982-6552,Dine-in,446
672,(716) 377-3728,Dine-in,73
673,(540) 600-6549,Takeout,228
674,(717) 463-0497,Takeout,453
675,(713) 799-0568,Catering,140
676,(661) 907-1216,Takeout,117
677,(812) 761-2699,Delivery,485
678,(401) 387-7954,Catering,478
679,(508) 378-9229,Delivery,321
680,(901) 973-4770,Curbside Pickup,145
681,(478) 372-5543,Curbside Pickup,378
682,(816) 560-2693,Catering,19
683,(817) 554-4785,Curbside Pickup,195
684,(804) 574-0537,Dine-in,421
685,(504) 814-7849,Catering,493
686,(814) 322-1123,Delivery,26
687,(608) 262-2234,Curbside Pickup,422
688,(302) 292-9924,Dine-in,348
689,(515) 676-9342,Catering,96
690,(562) 676-3381,Catering,438
691,(704) 280-3224,Delivery,204
692,(609) 410-9555,Curbside Pickup,54
693,(757) 523-1965,Curbside Pickup,312
694,(904) 939-3205,Catering,229
695,(513) 629-8435,Delivery,218
696,(434) 296-7818,Catering,415
697,(714) 825-0418,Catering,212
698,(315) 682-8305,Takeout,375
699,(609) 204-2172,Dine-in,119
700,(916) 746-4253,Delivery,469
701,(402) 655-6515,Catering,304
702,(312) 864-9870,Takeout,96
703,(714) 599-8704,Delivery,499
704,(330) 659-1575,Dine-in,116
705,(917) 857-3835,Catering,361
706,(626) 234-0321,Takeout,305
707,(813) 380-4080,Catering,367
708,(806) 502-1892,Takeout,344
709,(404) 921-0905,Takeout,239
710,(402) 659-8265,Delivery,162
711,(303) 518-0464,Dine-in,181
712,(212) 363-8847,Curbside Pickup,453
713,(559) 343-4158,Catering,276
714,(520) 469-8970,Curbside Pickup,188
715,(602) 538-0118,Delivery,24
716,(818) 954-6361,Dine-in,192
717,(614) 551-7816,Catering,191
718,(312) 707-3470,Catering,410
719,(559) 563-0498,Takeout,199
720,(808) 217-0699,Takeout,2
721,(336) 576-5734,Catering,474
722,(617) 413-3751,Curbside Pickup,40
723,(703) 886-4347,Takeout,174
724,(508) 321-9930,Catering,180
725,(610) 499-5079,Curbside Pickup,234
726,(913) 517-3481,Dine-in,216
727,(832) 621-6128,Dine-in,63
728,(612) 287-8631,Curbside Pickup,358
729,(916) 314-0424,Catering,199
730,(785) 492-4143,Dine-in,262
731,(239) 651-8619,Dine-in,83
732,(217) 834-3049,Dine-in,267
733,(347) 401-3665,Catering,377
734,(775) 506-5174,Takeout,177
735,(941) 276-1236,Dine-in,164
736,(530) 813-2830,Takeout,449
737,(202) 536-0255,Takeout,188
738,(682) 897-8145,Dine-in,152
739,(202) 313-5581,Delivery,298
740,(754) 530-8897,Delivery,70
741,(818) 632-4639,Catering,4
742,(860) 725-1868,Delivery,217
743,(203) 628-2588,Delivery,143
744,(713) 435-1343,Delivery,161
745,(240) 985-5546,Dine-in,107
746,(215) 797-4123,Curbside Pickup,133
