order_id,phone,order_type,place_id
1075,(301) 871-9943,Takeout,394
1076,(317) 599-4453,Delivery,50
1077,(740) 922-4664,Catering,341
1078,(619) 416-0274,Curbside Pickup,5
1079,(202) 436-6054,Catering,386
1080,(727) 360-0554,Delivery,93
1081,(217) 741-0220,Curbside Pickup,229
1082,(901) 525-9859,Takeout,208
1083,(212) 648-9606,Delivery,121
1084,(305) 404-8693,Dine-in,465
1085,(574) 581-6016,Curbside Pickup,38
1086,(941) 326-4091,Catering,17
1087,(312) 826-7181,Dine-in,393
1088,(202) 694-3576,Dine-in,121
1089,(313) 726-1678,Delivery,306
1090,(919) 336-9278,Takeout,40
1091,(816) 872-6564,Catering,277
1092,(407) 304-4565,Curbside Pickup,482
1093,(916) 723-6845,Catering,189
1094,(804) 389-9046,Delivery,438
1095,(772) 668-0515,Delivery,466
1096,(203) 296-7130,Curbside Pickup,473
1097,(210) 208-8814,Curbside Pickup,194
1098,(585) 293-7436,Delivery,484
1099,(330) 592-6141,Delivery,337
1100,(804) 951-2803,Dine-in,74
1101,(303) 627-6194,Dine-in,382
1102,(303) 202-7805,Dine-in,468
1103,(970) 665-7920,Delivery,394
1104,(940) 226-1394,Takeout,116
1105,(702) 382-6987,Curbside Pickup,122
1106,(217) 371-4287,Catering,370
1107,(423) 761-7707,Catering,331
1108,(703) 798-4328,Dine-in,80
1109,(585) 257-1091,Delivery,426
1110,(404) 701-8353,Dine-in,430
1111,(412) 717-4677,Dine-in,24
1112,(505) 343-7313,Catering,179
1113,(530) 939-1666,Takeout,293
1114,(619) 994-8602,Curbside Pickup,212
1115,(757) 278-4321,Catering,229
1116,(954) 656-9056,Takeout,108
1117,(808) 832-7182,Delivery,135
1118,(916) 396-6347,Delivery,90
1119,(225) 394-1682,Catering,435
1120,(913) 469-8115,Takeout,86
1121,(415) 915-7900,Dine-in,370
1122,(512) 418-6710,Curbside Pickup,238
1123,(480) 668-6269,Takeout,409
1124,(901) 501-7743,Takeout,332
1125,(361) 798-4974,Catering,355
1126,(781) 402-3610,Takeout,218
1127,(812) 256-2354,Dine-in,174
1128,(408) 888-8726,Dine-in,163
1129,(518) 492-8340,Curbside Pickup,303
1130,(312) 995-7526,Delivery,58
1131,(918) 770-2013,Dine-in,442
1132,(313) 420-0631,Delivery,40
1133,(317) 251-6087,Catering,80
1134,(609) 881-1618,Dine-in,208
1135,(915) 930-7373,Delivery,488
1136,(916) 305-9532,Takeout,162
1137,(240) 234-4636,Catering,34
1138,(812) 822-7943,Dine-in,500
1139,(830) 746-4264,Curbside Pickup,80
1140,(916) 218-6385,Delivery,276
1141,(310) 451-2150,Catering,235
1142,(714) 250-9258,Catering,335
1143,(941) 682-4382,Delivery,33
1144,(419) 681-7595,Delivery,337
1145,(281) 665-8354,Curbside Pickup,313
1146,(202) 317-1061,Dine-in,304
1147,(719) 327-4499,Curbside Pickup,2
1148,(615) 971-7651,Delivery,435
1149,(517) 766-7146,Catering,110
1150,(954) 488-4178,Takeout,249
1151,(317) 655-1745,Takeout,199
1152,(419) 964-2130,Dine-in,225
1153,(405) 573-2264,Delivery,136
1154,(305) 871-0594,Catering,288
1155,(801) 690-3693,Catering,210
1156,(404) 885-9248,Delivery,135
1157,(802) 330-2682,Curbside Pickup,128
1158,(719) 487-8852,Curbside Pickup,392
1159,(772) 228-2142,Takeout,324
1160,(805) 395-8721,Takeout,270
1161,(410) 736-1980,Dine-in,325
1162,(404) 300-5465,Curbside Pickup,200
1163,(636) 497-5294,Delivery,228
1164,(936) 925-0240,Takeout,106
1165,(407) 869-8338,Dine-in,69
1166,(806) 810-8378,Dine-in,46
1167,(408) 532-6035,Curbside Pickup,315
1168,(816) 243-5394,Catering,379
1169,(330) 579-0943,Delivery,289
1170,(229) 330-1345,Dine-in,245
1171,(505) 215-8927,Curbside Pickup,326
1172,(480) 846-2368,Catering,417
1173,(813) 462-6647,Takeout,12
1174,(989) 260-8936,Takeout,312
1175,(973) 948-9112,Catering,5
1176,(214) 349-0081,Catering,295
1177,(419) 589-5435,Curbside Pickup,433
1178,(813) 890-9882,Takeout,397
1179,(361) 583-7239,Dine-in,475
1180,(216) 729-9867,Delivery,423
1181,(915) 820-7247,Catering,33
1182,(602) 352-4006,Delivery,114
1183,(713) 854-8454,Dine-in,374
1184,(208) 451-1523,Curbside Pickup,195
1185,(205) 807-4900,Dine-in,55
1186,(716) 735-0797,Takeout,323
1187,(405) 707-3851,Catering,62
1188,(847) 563-4065,Dine-in,252
1189,(808) 362-7443,Delivery,278
1190,(858) 368-9253,Takeout,47
1191,(617) 259-5341,Takeout,30
1192,(706) 720-6373,Dine-in,210
1193,(520) 809-8916,Catering,419
1194,(212) 844-8721,Catering,418
1195,(303) 926-6275,Catering,308
1196,(323) 655-2718,Dine-in,104
1197,(404) 499-7098,Catering,122
1198,(214) 806-1172,Curbside Pickup,414
1199,(510) 384-7768,Delivery,422
1200,(520) 946-6603,Delivery,187
1201,(616) 853-0959,Dine-in,185
1202,(304) 593-2766,Takeout,427
1203,(205) 965-5630,Curbside Pickup,83
1204,(571) 890-4261,Takeout,492
1205,(859) 566-8391,Catering,95
1206,(661) 695-0828,Delivery,126
1207,(757) 964-7927,Catering,137
1208,(404) 957-4193,Delivery,368
1209,(917) 249-8498,Takeout,320
1210,(850) 509-2155,Catering,325
1211,(414) 724-7379,Dine-in,291
1212,(512) 351-7622,Delivery,282
1213,(860) 612-8264,Delivery,332
1214,(312) 548-7382,Dine-in,329
1215,(940) 463-9204,Catering,210
1216,(706) 657-6577,Catering,216
1217,(502) 720-7693,Delivery,403
1218,(850) 297-5939,Takeout,176
1219,(786) 364-5485,Catering,53
1220,(713) 425-7802,Curbside Pickup,155
1221,(404) 222-9866,Takeout,498
1222,(702) 451-3321,Dine-in,451
1223,(937) 878-4771,Delivery,243
1224,(305) 900-5145,Catering,457
1225,(601) 435-3287,Delivery,144
1226,(330) 427-0680,Curbside Pickup,316
1227,(202) 225-0112,Dine-in,471
1228,(831) 414-2345,Catering,434
1229,(517) 461-8159,Catering,149
1230,(571) 616-1759,Curbside Pickup,208
1231,(251) 280-1572,Delivery,110
1232,(319) 910-7994,Takeout,185
1233,(513) 205-8726,Delivery,250
1234,(602) 825-9386,Takeout,154
1235,(812) 877-7533,Takeout,33
1236,(914) 342-9271,Catering,304
1237,(760) 645-2363,Takeout,495
1238,(540) 254-1321,Catering,303
1239,(754) 397-1782,Takeout,376
1240,(301) 547-1089,Delivery,160
1241,(302) 522-5189,Dine-in,345
1242,(713) 460-6479,Takeout,98
1243,(651) 475-9100,Dine-in,100
1244,(571) 885-5591,Curbside Pickup,20
1245,(315) 405-8042,Delivery,424
1246,(770) 482-4678,Curbside Pickup,147
1247,(713) 462-2622,Dine-in,500
1248,(281) 415-7936,Curbside Pickup,123
1249,(260) 831-0999,Curbside Pickup,437
1250,(559) 350-9218,Catering,140
1251,(941) 219-4871,Takeout,440
1252,(206) 534-3629,Takeout,336
1253,(260) 366-6188,Dine-in,481
1254,(209) 600-8998,Delivery,283
1255,(917) 655-8033,Catering,421
1256,(734) 742-7874,Delivery,98
1257,(202) 865-1238,Takeout,243
1258,(405) 743-7722,Curbside Pickup,46
1259,(816) 944-8126,Catering,411
1260,(919) 679-6662,Takeout,136
1261,(678) 670-3722,Curbside Pickup,346
1262,(651) 385-0038,Dine-in,461
1263,(202) 259-7142,Catering,71
1264,(804) 202-8614,Delivery,325
1265,(330) 400-4171,Curbside Pickup,487
1266,(914) 224-9111,Takeout,273
1267,(309) 752-1324,Curbside Pickup,191
1268,(361) 367-0659,Catering,130
1269,(205) 563-3226,Delivery,1
1270,(215) 920-3088,Catering,77
1271,(540) 210-3493,Curbside Pickup,61
1272,(248) 953-2955,Takeout,70
1273,(904) 874-7310,Delivery,5
1274,(478) 363-7647,Dine-in,125
1275,(713) 235-3578,Takeout,209
1276,(209) 488-0346,Curbside Pickup,307
1277,(804) 321-2414,Delivery,42
1278,(423) 266-6354,Takeout,436
1279,(646) 872-8432,Catering,6
1280,(719) 257-8076,Curbside Pickup,5
1281,(209) 925-0008,Curbside Pickup,499
1282,(972) 951-9037,Takeout,312
1283,(775) 450-2876,Takeout,82
1284,(212) 584-0217,Dine-in,81
1285,(717) 554-9688,Delivery,192
1286,(216) 938-6136,Curbside Pickup,100
1287,(202) 524-6376,Dine-in,249
1288,(402) 343-9307,Curbside Pickup,28
1289,(951) 726-1579,Catering,46
1290,(724) 914-7581,Catering,158
1291,(619) 467-0872,Dine-in,224
1292,(714) 442-7312,Delivery,205
1293,(480) 348-1869,Dine-in,27
1294,(215) 287-4694,Catering,421
1295,(478) 413-9053,Delivery,356
1296,(210) 857-3214,Catering,498
1297,(212) 912-3478,Delivery,94
1298,(706) 555-7694,Dine-in,479
1299,(217) 923-9045,Dine-in,430
1300,(614) 344-1214,Curbside Pickup,176
1301,(502) 708-2997,Delivery,213
1302,(864) 717-9014,Takeout,47
1303,(619) 415-2019,Curbside Pickup,97
1304,(814) 812-5376,Delivery,475
1305,(205) 989-1100,Delivery,470
1306,(909) 902-2678,Dine-in,274
1307,(810) 697-0704,Dine-in,396
1308,(804) 459-1292,Dine-in,207
1309,(330) 420-7206,Takeout,133
1310,(269) 558-4472,Catering,395
1311,(607) 295-2600,Catering,440
1312,(865) 855-3412,Dine-in,82
1313,(216) 527-8330,Curbside Pickup,329
1314,(304) 739-5755,Curbside Pickup,403
1315,(309) 674-4637,Curbside Pickup,194
1316,(586) 781-0223,Delivery,494
1317,(773) 909-4838,Takeout,236
1318,(804) 818-3088,Catering,82
1319,(502) 945-1318,Catering,414
1320,(949) 553-1967,Delivery,420
1321,(559) 390-3639,Curbside Pickup,35
1322,(602) 251-1929,Dine-in,167
1323,(412) 300-1758,Takeout,184
1324,(605) 989-9413,Takeout,184
1325,(212) 759-2566,Catering,66
1326,(540) 520-0214,Delivery,338
1327,(786) 995-3411,Delivery,456
1328,(210) 857-3530,Catering,418
1329,(214) 918-8575,Dine-in,289
1330,(520) 642-7714,Takeout,407
1331,(806) 670-1165,Takeout,488
1332,(214) 704-4689,Delivery,301
1333,(425) 309-3783,Delivery,43
1334,(772) 540-2254,Catering,200
1335,(602) 900-2010,Takeout,116
1336,(540) 855-7536,Catering,310
1337,(303) 793-6432,Curbside Pickup,213
1338,(704) 272-7903,Catering,280
1339,(504) 403-9011,Dine-in,106
1340,(571) 810-0447,Takeout,101
1341,(561) 415-6782,Delivery,179
1342,(208) 727-6862,Dine-in,283
1343,(713) 481-7404,Catering,7
1344,(952) 486-3844,Dine-in,158
1345,(559) 962-6009,Dine-in,307
1346,(408) 819-8550,Delivery,453
1347,(571) 527-0867,Dine-in,110
1348,(605) 937-6455,Dine-in,158
1349,(714) 797-8945,Takeout,456
1350,(765) 705-5774,Takeout,482
1351,(609) 731-5187,Catering,245
1352,(808) 351-2824,Dine-in,382
1353,(904) 755-6445,Dine-in,370
1354,(215) 958-4997,Curbside Pickup,364
1355,(405) 876-6260,Dine-in,444
1356,(614) 644-2361,Delivery,13
1357,(918) 399-8420,Takeout,155
1358,(404) 258-6611,Dine-in,363
1359,(907) 608-8510,Delivery,57
1360,(484) 702-9498,Curbside Pickup,59
1361,(410) 668-2770,Catering,209
1362,(585) 636-0465,Catering,414
1363,(510) 475-5820,Catering,450
1364,(770) 529-2742,Takeout,230
1365,(773) 337-2138,Delivery,464
1366,(513) 866-5332,Takeout,352
1367,(404) 580-6126,Dine-in,473
1368,(305) 906-9740,Dine-in,262
1369,(803) 327-4065,Delivery,22
1370,(339) 277-0969,Catering,344
1371,(907) 695-3551,Dine-in,325
1372,(360) 616-0945,Takeout,414
1373,(423) 608-4402,Catering,6
1374,(814) 431-9393,Delivery,311
1375,(408) 737-7495,Delivery,357
1376,(614) 378-6507,Delivery,265
1377,(816) 646-1825,Takeout,497
1378,(310) 916-5624,Catering,270
1379,(213) 279-9021,Dine-in,360
1380,(404) 674-9640,Takeout,141
1381,(337) 567-2156,Dine-in,53
1382,(316) 673-1528,Takeout,466
1383,(512) 369-1510,Catering,80
1384,(817) 246-1726,Delivery,297
1385,(402) 662-2889,Dine-in,146
1386,(419) 401-6669,Takeout,358
1387,(210) 943-5584,Delivery,15
1388,(713) 575-9475,Takeout,495
1389,(269) 510-5780,Catering,415
1390,(212) 304-8534,Takeout,79
1391,(717) 528-2507,Catering,157
1392,(865) 858-8331,Curbside Pickup,40
1393,(601) 965-3930,Catering,50
1394,(818) 371-0025,Catering,42
1395,(978) 480-2456,Curbside Pickup,348
1396,(216) 670-0573,Curbside Pickup,434
1397,(202) 565-6479,Delivery,29
1398,(203) 941-6254,Curbside Pickup,380
1399,(813) 702-8476,Takeout,395
1400,(314) 694-1140,Takeout,371
1401,(804) 415-8249,Takeout,167
1402,(816) 639-5507,Dine-in,370
1403,(702) 449-1933,Takeout,429
1404,(318) 795-5022,Delivery,260
1405,(682) 628-0532,Catering,142
1406,(865) 949-2831,Dine-in,183
1407,(916) 950-7025,Curbside Pickup,435
1408,(405) 495-0372,Dine-in,67
1409,(508) 221-4182,Delivery,387
1410,(843) 494-4116,Delivery,207
1411,(719) 720-8708,Catering,220
1412,(806) 948-5708,Takeout,259
1413,(916) 323-6857,Dine-in,355
1414,(602) 933-7376,Curbside Pickup,66
1415,(713) 491-2569,Takeout,125
1416,(915) 312-9221,Dine-in,252
1417,(303) 251-1323,Curbside Pickup,313
1418,(903) 955-8021,Dine-in,419
1419,(626) 951-3303,Curbside Pickup,445
1420,(415) 399-0491,Catering,463
1421,(412) 525-7911,Takeout,263
1422,(212) 389-6801,Takeout,461
1423,(816) 667-3591,Dine-in,114
1424,(602) 984-9434,Catering,92
1425,(817) 894-2769,Dine-in,396
1426,(208) 283-1127,Takeout,48
1427,(414) 960-0217,Dine-in,83
1428,(217) 485-9434,Delivery,103
1429,(540) 670-0158,Dine-in,86
1430,(714) 925-0339,Delivery,307
1431,(720) 380-2232,Dine-in,120
1432,(234) 304-0061,Delivery,90
1433,(334) 332-4613,Takeout,464
1434,(917) 243-0995,Dine-in,64
1435,(602) 820-3726,Delivery,109
1436,(646) 572-4718,Curbside Pickup,455
1437,(251) 290-4364,Dine-in,386
1438,(508) 970-3485,Delivery,246
1439,(303) 288-9557,Dine-in,435
1440,(518) 687-0302,Delivery,468
1441,(786) 989-5872,Takeout,384
1442,(910) 324-2132,Takeout,167
1443,(757) 889-1059,Takeout,249
1444,(806) 704-3251,Dine-in,18
1445,(402) 536-9742,Delivery,236
1446,(315) 829-9970,Takeout,349
1447,(504) 992-8391,Curbside Pickup,182
1448,(239) 414-7068,Delivery,493
1449,(573) 758-7309,Curbside Pickup,23
1450,(816) 769-6690,Delivery,432
1451,(716) 239-5005,Curbside Pickup,207
1452,(915) 441-2989,Curbside Pickup,265
1453,(702) 387-5496,Curbside Pickup,38
1454,(224) 255-7992,Dine-in,209
1455,(214) 359-5634,Catering,92
1456,(918) 375-8742,Catering,72
1457,(806) 406-7541,Takeout,255
1458,(361) 868-5834,Catering,173
1459,(828) 912-6217,Dine-in,94
1460,(864) 703-4577,Dine-in,363
1461,(850) 320-1016,Curbside Pickup,312
1462,(210) 562-6310,Catering,484
1463,(859) 359-2999,Delivery,295
1464,(937) 386-7657,Catering,320
1465,(701) 472-1278,Delivery,452
1466,(801) 865-2888,Curbside Pickup,473
1467,(701) 425-8529,Catering,206
1468,(617) 348-1746,Dine-in,391
1469,(318) 679-2146,Delivery,459
1470,(410) 459-7468,Catering,461
1471,(225) 718-9979,Catering,480
1472,(850) 541-1480,Curbside Pickup,335
1473,(253) 223-7354,Curbside Pickup,499
1474,(504) 572-8671,Catering,107
1475,(440) 583-3964,Takeout,345
1476,(954) 890-2832,Delivery,97
1477,(304) 937-8883,Delivery,296
1478,(301) 369-5081,Catering,117
1479,(513) 586-4257,Curbside Pickup,334
1480,(704) 799-6385,Delivery,432
1481,(661) 468-1232,Curbside Pickup,332
1482,(916) 292-1348,Takeout,302
1483,(347) 893-2062,Delivery,312
1484,(336) 917-9384,Catering,479
1485,(615) 438-0377,Dine-in,154
1486,(203) 562-1177,Catering,84
1487,(716) 461-3031,Curbside Pickup,206
1488,(304) 375-1393,Takeout,366
1489,(510) 543-9329,Curbside Pickup,137
1490,(901) 710-9079,Catering,321
1491,(432) 218-0567,Dine-in,480
1492,(202) 333-9796,Delivery,458
1493,(601) 604-0292,Delivery,181
1494,(234) 675-9163,Curbside Pickup,135
1495,(518) 678-1629,Dine-in,244
1496,(505) 226-6580,Takeout,250
1497,(763) 323-4259,Takeout,70
1498,(718) 921-9298,Takeout,325
1499,(202) 265-6640,Takeout,119
1500,(402) 675-0729,Takeout,63
1501,(623) 276-5643,Dine-in,31
1502,(469) 458-3081,Takeout,369
1503,(978) 992-3294,Dine-in,100
1504,(619) 889-5909,Curbside Pickup,4
1505,(202) 886-9321,Curbside Pickup,376
1506,(858) 802-1707,Curbside Pickup,277
1507,(202) 401-4385,Dine-in,455
1508,(432) 570-3448,Curbside Pickup,24
1509,(704) 420-2254,Catering,240
1510,(914) 925-0434,Catering,158
1511,(701) 637-7003,Takeout,142
1512,(203) 700-4095,Delivery,496
1513,(202) 808-6445,Takeout,306
1514,(304) 729-9173,Takeout,423
1515,(619) 482-8807,Dine-in,45
1516,(801) 407-6738,Takeout,81
1517,(805) 260-1163,Curbside Pickup,327
1518,(804) 844-4469,Catering,213
1519,(520) 705-4438,Dine-in,36
1520,(512) 589-0742,Catering,396
1521,(614) 374-9057,Delivery,396
1522,(626) 336-7503,Curbside Pickup,218
1523,(314) 639-3401,Curbside Pickup,240
1524,(915) 832-8861,Takeout,252
1525,(859) 266-5138,Dine-in,118
1526,(210) 966-4320,Catering,157
1527,(281) 554-2983,Catering,207
1528,(714) 210-2409,Curbside Pickup,267
1529,(408) 238-1784,Catering,62
1530,(405) 533-7883,Takeout,339
1531,(218) 800-8090,Curbside Pickup,269
1532,(865) 652-7991,Curbside Pickup,23
1533,(337) 386-5338,Dine-in,61
1534,(484) 594-6376,Catering,64
1535,(434) 508-7623,Takeout,89
1536,(904) 487-2911,Curbside Pickup,361
1537,(509) 548-6832,Delivery,264
1538,(305) 530-6178,Catering,253
1539,(217) 548-5529,Curbside Pickup,11
1540,(989) 666-5595,Delivery,324
1541,(202) 295-3819,Takeout,414
1542,(704) 396-7307,Takeout,52
1543,(317) 203-6491,Takeout,456
1544,(603) 229-7379,Delivery,348
1545,(304) 645-9159,Takeout,95
1546,(313) 884-8556,Dine-in,48
1547,(334) 547-3904,Delivery,117
1548,(212) 818-0492,Catering,432
1549,(502) 235-0990,Dine-in,217
1550,(410) 774-5924,Delivery,477
1551,(214) 998-6341,Curbside Pickup,409
1552,(314) 613-0671,Takeout,449
1553,(847) 859-9354,Delivery,304
1554,(210) 237-1397,Delivery,500
1555,(602) 544-8122,Takeout,65
1556,(803) 880-6207,Takeout,482
1557,(408) 908-2074,Dine-in,353
1558,(719) 739-7795,Curbside Pickup,179
1559,(951) 938-7378,Curbside Pickup,313
1560,(816) 906-1372,Delivery,44
1561,(831) 638-3026,Delivery,48
1562,(214) 842-6615,Delivery,422
1563,(313) 200-8092,Curbside Pickup,26
1564,(907) 310-6530,Curbside Pickup,481
1565,(215) 592-1052,Delivery,23
1566,(801) 365-4779,Takeout,167
1567,(347) 839-1559,Takeout,188
1568,(559) 866-5447,Curbside Pickup,317
1569,(217) 919-8787,Curbside Pickup,286
1570,(202) 985-1316,Curbside Pickup,219
1571,(573) 332-5643,Delivery,79
1572,(319) 861-3269,Curbside Pickup,38
1573,(318) 761-0259,Dine-in,211
1574,(609) 667-2422,Catering,345
1575,(508) 277-3248,Dine-in,449
1576,(256) 574-5019,Takeout,242
1577,(772) 734-8299,Catering,105
1578,(347) 494-1160,Curbside Pickup,374
1579,(216) 391-5580,Delivery,283
1580,(515) 526-9827,Curbside Pickup,338
1581,(501) 340-5036,Catering,171
1582,(312) 538-1435,Delivery,331
1583,(501) 520-4332,Catering,194
1584,(208) 222-3639,Dine-in,397
1585,(203) 884-1998,Dine-in,363
1586,(903) 212-4617,Catering,106
1587,(614) 291-7619,Curbside Pickup,455
1588,(423) 613-7578,Takeout,312
1589,(203) 654-2801,Curbside Pickup,45
1590,(323) 475-9433,Dine-in,119
1591,(304) 305-6677,Delivery,351
1592,(816) 387-1013,Curbside Pickup,103
1593,(304) 934-2392,Delivery,53
1594,(469) 238-2162,Takeout,344
1595,(585) 662-3491,Takeout,374
1596,(213) 485-0915,Curbside Pickup,479
1597,(682) 909-2525,Curbside Pickup,389
1598,(626) 686-9875,Catering,90
1599,(321) 968-6463,Takeout,253
1600,(202) 832-2980,Delivery,331
1601,(206) 958-7598,Curbside Pickup,96
1602,(952) 723-8816,Catering,161
1603,(816) 395-0493,Takeout,406
1604,(765) 273-9842,Catering,458
1605,(702) 627-7086,Dine-in,355
1606,(240) 466-9753,Dine-in,296
1607,(212) 302-2408,Curbside Pickup,145
1608,(443) 719-7970,Takeout,344
1609,(212) 854-5895,Dine-in,498
1610,(801) 200-7765,Curbside Pickup,362
1611,(520) 353-7626,Dine-in,80
1612,(218) 219-4360,Dine-in,186
1613,(208) 498-5430,Catering,122
1614,(480) 769-3178,Curbside Pickup,105
1615,(704) 743-3535,Delivery,164
1616,(702) 855-8899,Dine-in,318
1617,(608) 527-4890,Takeout,392
1618,(816) 709-8807,Curbside Pickup,434
1619,(916) 727-7439,Catering,334
1620,(804) 243-5848,Catering,352
1621,(214) 243-6584,Delivery,81
1622,(520) 439-5927,Takeout,182
1623,(402) 441-9303,Catering,128
1624,(513) 539-0591,Catering,331
1625,(713) 772-2755,Curbside Pickup,390
1626,(323) 541-1169,Catering,365
1627,(775) 328-3634,Delivery,389
1628,(619) 523-6998,Delivery,252
1629,(859) 346-7043,Takeout,116
1630,(406) 904-1701,Dine-in,295
1631,(817) 492-4059,Curbside Pickup,141
1632,(318) 800-9957,Takeout,47
1633,(973) 880-5035,Curbside Pickup,419
1634,(678) 438-0428,Delivery,171
1635,(918) 852-6240,Delivery,68
1636,(805) 272-3815,Delivery,294
1637,(904) 268-9071,Takeout,276
1638,(601) 803-6562,Curbside Pickup,186
1639,(520) 880-9792,Catering,213
1640,(702) 342-2607,Curbside Pickup,238
1641,(754) 730-7711,Catering,439
1642,(540) 260-5131,Curbside Pickup,132
1643,(915) 843-8693,Dine-in,35
1644,(404) 991-1822,Takeout,478
1645,(570) 419-6437,Curbside Pickup,270
1646,(908) 595-9115,Delivery,185
1647,(404) 628-7378,Dine-in,223
1648,(281) 474-7966,Dine-in,281
1649,(803) 642-5505,Dine-in,128
1650,(512) 567-8516,Catering,23
1651,(916) 850-9584,Takeout,419
1652,(309) 801-8140,Curbside Pickup,47
1653,(203) 864-9854,Takeout,83
1654,(305) 427-4699,Curbside Pickup,92
1655,(716) 822-5369,Takeout,483
1656,(205) 803-0796,Catering,376
1657,(907) 413-9975,Delivery,492
1658,(812) 929-3718,Delivery,31
1659,(214) 623-9153,Dine-in,179
1660,(608) 857-3796,Catering,97
1661,(763) 847-6524,Dine-in,96
1662,(256) 336-2484,Curbside Pickup,44
1663,(626) 892-4616,Catering,497
1664,(318) 224-9428,Catering,1
1665,(716) 391-1856,Catering,463
1666,(570) 232-9075,Delivery,25
1667,(970) 543-4517,Catering,355
1668,(757) 971-2352,Delivery,499
1669,(203) 465-7421,Curbside Pickup,147
1670,(520) 370-2069,Curbside Pickup,372
1671,(571) 464-3890,Takeout,408
1672,(954) 389-4413,Catering,471
1673,(402) 920-3368,Delivery,54
1674,(559) 789-0459,Delivery,129
1675,(585) 922-7939,Delivery,347
1676,(303) 668-8085,Curbside Pickup,104
1677,(360) 540-0289,Curbside Pickup,323
1678,(516) 839-8495,Delivery,472
1679,(303) 887-4675,Dine-in,23
1680,(602) 624-9465,Dine-in,399
1681,(336) 733-4971,Takeout,255
1682,(757) 847-0740,Takeout,412
1683,(832) 284-2958,Curbside Pickup,205
1684,(402) 932-2337,Catering,285
1685,(704) 996-0570,Dine-in,147
1686,(850) 753-3544,Takeout,298
1687,(843) 713-5498,Takeout,280
1688,(210) 724-0839,Dine-in,215
1689,(732) 399-0634,Catering,412
1690,(504) 963-1070,Takeout,499
1691,(702) 584-2264,Delivery,49
1692,(915) 954-1693,Delivery,261
1693,(240) 725-3206,Catering,349
1694,(754) 802-2589,Curbside Pickup,378
1695,(909) 301-0568,Takeout,360
1696,(661) 212-1658,Delivery,442
1697,(202) 693-5918,Delivery,236
1698,(518) 507-4417,Dine-in,475
1699,(941) 236-6621,Delivery,276
1700,(757) 973-8904,Dine-in,225
1701,(414) 562-8083,Curbside Pickup,465
1702,(206) 534-6340,Curbside Pickup,326
1703,(901) 865-9749,Catering,158
1704,(402) 504-4410,Curbside Pickup,345
1705,(239) 738-8531,Dine-in,349
1706,(646) 580-5751,Catering,254
1707,(415) 366-7838,Curbside Pickup,193
